user_id,item_id,label
205,Toyota_GrandHighlanderHybridAwd,0
50,Jeep_J-10Pickup4Wd,1
117,Subaru_Sedan/3Door4WdTurbo,0
37,Audi_R8Spyder,1
236,Chevrolet_Malibu,1
149,Ford_EscapeHybridAwd,1
270,Hyundai_SantaFeSport2Wd,0
166,Ford_ExplorerAwd,0
25,Volkswagen_NewBeetle,0
123,Mercedes-Benz_500Se,0
162,BMW_I5Edrive40Sedan(20InchWheels),1
207,Chevrolet_Express35002WdPassenger,0
107,Kia_Ev9LongRangeAwd,1
174,Porsche_Taycan4SPerformanceBatteryPlus,0
171,Mazda_626/Mx-6,0
183,Mercedes-Benz_AmgS634MaticPlusConvertible,0
156,Audi_R8SpyderRwd,0
85,BMW_I3S,1
199,Porsche_Carrera2SCoupe,1
235,Mercedes-Benz_Clk430,0
199,Ford_LtdCrownVictoria/CountrySquireWagon,0
35,Mercedes-Benz_E3504Matic,0
174,Ford_MaverickHevFwd,1
112,Kia_Carnival,0
109,Ford_E150WagonFfv,0
62,Land Rover_RangeRoverLwbSva,1
151,Chevrolet_BlazerEvRwd,0
16,Mercedes-Benz_Eqs4504Matic,0
93,Ford_Explorer2WdFfv,0
33,Land Rover_NewRangeRoverP360LwbMhev,0
252,Mercedes-Benz_Gle5804Matic,0
24,Land Rover_RangeRoverSportP360Mhev,0
149,Jaguar_XjLwb,0
31,Chevrolet_Optra,1
283,Subaru_ImprezaSport5-Door,0
102,BMW_I3S,0
150,Toyota_Tacoma4Wd,1
5,Suzuki_Equator4Wd,0
278,Volvo_V60T8AwdRecharge,0
89,Ford_F1502.7L2WdGvwr>6649LbsPayloadPackage,1
211,Lexus_Nx450HPlusAwd,0
61,Land Rover_DiscoveryMhev,1
111,Hyundai_ElantraTouring,0
256,Hyundai_Precis,0
283,Audi_Q8SportbackE-TronUltraQuattro,1
134,Mercedes-Benz_E350(Wagon),0
52,Mercedes-Benz_Glc350E4Matic,0
97,Nissan_MuranoAwd,1
256,Volkswagen_Taos4Motion,0
86,Mazda_B3000Ffv4Wd,0
87,BMW_650IConvertible,1
262,Nissan_MuranoHybridFwd,1
74,BMW_440IXdriveGranCoupe,0
151,Chevrolet_SparkEv,0
122,Porsche_New911CarreraCabriolet,1
178,Suzuki_X-902Wd,1
262,Kia_Ev9LongRangeAwdGt-Line,1
238,Jeep_WranglerRubicon2Dr4Wd,0
240,Nissan_AltimaAwdSr/Platinum,0
270,Honda_RidgelineAwd,0
41,BMW_Activehybrid5,1
25,Tesla_ModelXLongRange,1
60,Toyota_Rav4SoftTop2Wd,0
10,BMW_Z4Sdrive28I,0
155,Mercedes-Benz_AmgSl43,0
172,Porsche_CayenneTurboSE-Hybrid,1
276,Mercedes-Benz_AmgSlc43,0
1,Audi_RsQ8,0
53,Mercedes-Benz_AmgA354Matic,0
126,Subaru_Xt-Dl,0
237,Mercedes-Benz_AmgG65,0
265,Chevrolet_TurboSprint,1
278,Mercedes-Benz_Glk3504Matic,0
154,Mercedes-Benz_SlsAmgRoadster,0
122,Jeep_Wagoneer2Wd,0
294,Audi_Q3,0
278,Mercedes-Benz_Gls6004MaticMaybach,0
127,Renault_18I4DrWagon,0
268,Mercedes-Benz_S430,0
172,Volvo_S90Fwd,1
51,Land Rover_DiscoverySportSi4,0
133,Jaguar_F-Pace,0
299,Hyundai_TucsonHybridBlue,0
151,Chevrolet_R10Pickup2Wd,0
218,Ford_TransitConnectVan,1
191,Jeep_GrandWagoneerL4Wd,1
31,Porsche_Turbo4911,1
152,Porsche_Carrera2Coupe,1
43,Chevrolet_K2500Pickup4Wd,0
144,BMW_X7Xdrive40I,0
161,Chevrolet_Silverado2500Hd2Wd,1
299,Porsche_CayenneTurboS,0
148,BMW_228IConvertible,0
132,Subaru_Impreza5-Door,0
254,Lexus_Nx250,1
128,Nissan_AltraEv,0
78,Nissan_Stanza,1
231,BMW_X4M,0
180,Ford_F1504WdFfvBasePayloadLtTire,0
22,Ford_ExplorerSport4Wd,0
202,Volvo_S80/S80Premier,0
270,Volvo_S80Awd,0
37,BMW_335D,0
269,Chevrolet_SilveradoLdC152Wd,1
294,Ford_CourierPickup2Wd,0
178,Jaguar_XjsCoupe,0
188,Land Rover_RangeRoverEvoque(286Hp),0
250,Suzuki_Vitara2Door,1
90,Ford_Explorer2WdFfv,0
184,Mercedes-Benz_A220,0
232,Volkswagen_Scirocco,1
3,Nissan_AltraEv,1
8,Porsche_Turbo4911Kit,0
104,BMW_650Ci,1
3,Toyota_Rav4SoftTop4Wd,0
274,Lexus_Gs300/Gs400,0
179,Lexus_Es350,1
98,Subaru_Justy,0
266,Volkswagen_Beetle,0
74,Ford_F150StxSe2Wd,0
33,Volkswagen_Touareg,0
33,Suzuki_KizashiS,0
77,Volvo_Xc70Fwd,0
220,Chevrolet_SilveradoC102Wd,0
49,Audi_Rs3,1
248,BMW_X3MCompetition,1
256,Mazda_Mpv4X4,0
20,Mitsubishi_MirageWagon,1
300,Porsche_Boxster,0
61,Nissan_Stanza,1
195,Mercedes-Benz_Glb2504Matic,0
183,BMW_IxXdrive50(21InchWheels),0
121,Mercedes-Benz_AmgGtRCoupe,0
212,Suzuki_Vitara2Door,1
216,Porsche_Taycan4SCrossTurismo,1
286,Porsche_CayenneTurboKit,0
198,Hyundai_ElantraSe,0
29,Jeep_GrandWagoneer2Wd,0
250,Chevrolet_Van15002WdCargo,0
221,Volvo_940SeWagon,1
184,Honda_Odyssey,1
176,BMW_428IXdriveCoupe,1
55,Ford_F1502.7L4WdGvwr>6799Lbs,0
129,Subaru_LoyaleWagonAwd,0
158,Jaguar_Vdp4.2Litre,0
127,Mercedes-Benz_500Sel5.0L,1
18,Volvo_S90Fwd,1
55,Honda_ClarityPlug-InHybrid,1
249,Kia_Ev6LongRangeAwd(19InchTires),0
205,BMW_435IConvertible,0
52,Ford_AerostarWagonAwd,0
1,Chevrolet_Suburban15004Wd,0
132,Fiat_500,1
220,Mazda_34-Door2Wd,1
268,Chevrolet_TraxAwd,1
94,Kia_SeltosFwd,0
32,Mitsubishi_Outlander2Wd,0
288,Audi_E-TronS(20InchWheels),0
286,Volvo_940Gle16-Valve,0
267,Jaguar_XjLwb,0
216,Jaguar_XjlAwd,0
282,Land Rover_NewRangeRoverP400LwbMhev,1
230,Suzuki_Reno,0
196,Toyota_HighlanderHybrid4Wd,1
289,Mercedes-Benz_Sl63Amg,1
202,Chevrolet_Trax,1
74,BMW_840Ci,0
140,Subaru_CrosstrekWildernessAwd,0
46,Ford_FiestaStFwd,1
100,Land Rover_Lr3,0
75,Suzuki_Vitara2Door2Wd,0
23,BMW_X5Xdrive48I,1
181,BMW_328ICoupeXdrive,1
285,Mercedes-Benz_Sl63Amg,1
159,Nissan_350ZRoadster,1
26,Porsche_BoxsterS,0
110,Toyota_SiennaHybridAwd,0
116,Mazda_Glc,0
283,Hyundai_AzeraLimited,0
119,Tesla_ModelYPerformanceAwd,1
88,Mitsubishi_MirageWagon,1
47,Ford_TransitConnectVan2Wd,0
71,Porsche_TaycanTurboS,1
64,Volvo_S80/S80Premier,0
103,BMW_750Il/750IlProtection,0
53,Nissan_Pulsar/Pulsar-Nx,1
144,Mercedes-Benz_S500,0
200,Audi_R82Wd,0
249,Ford_FusionHybridFwd,0
116,Audi_S6,1
35,Kia_SportageX-Pro,0
41,Porsche_TaycanGtsSportTurismo,0
32,Porsche_TurboKit,1
295,Porsche_CayenneTurboSE-HybridCoupe,0
19,Mitsubishi_EclipseCrossEs4Wd,0
296,BMW_640IXdriveCoupe,1
99,Volvo_Xc60T8AwdRecharge,0
81,Chevrolet_K10Pickup4Wd,0
278,Jeep_Cj7,0
35,Mercedes-Benz_300Te,0
178,BMW_IxXdrive50(21InchWheels),0
29,Hyundai_AccentBlue,0
20,BMW_I4Edrive40GranCoupe(19InchWheels),0
168,Hyundai_Precis,0
186,Toyota_Cab/Chassis,0
159,Jaguar_XjFfv,0
22,Volvo_S80/S80Executive,0
138,Honda_RidgelineTruck4Wd,0
103,BMW_Activehybrid5,1
70,Toyota_Truck2Wd/T1002Wd,1
285,Lexus_Gs350Awd,1
87,Hyundai_SantaFe4Wd,1
201,Land Rover_RangeRoverSportSvrMhev,1
265,Mercedes-Benz_R63Amg,1
210,Nissan_PathfinderVan(Cargo),1
254,Jaguar_Xj-S,0
134,BMW_I5Edrive40Sedan(21InchWheels),0
186,Alfa Romeo_SpiderVeloce2000,0
289,BMW_428IXdriveCoupe,1
14,Lexus_Rx400H2Wd,0
86,Subaru_ImprezaSport5-Door,0
88,Ford_EscortZx2,1
174,Land Rover_RangeRoverP400LwbMhev,0
14,Jeep_Comanche2Wd,0
64,Nissan_StanzaWagon4Wd,1
281,BMW_650IConvertible,1
48,BMW_540DXdrive,0
102,Nissan_Nv200NycTaxi,1
189,Honda_RidgelineAwdTrailsport,0
31,Jeep_J-10PickupTruck,0
287,Ford_RangerTremor4Wd,1
276,Mitsubishi_Endeavor2Wd,0
239,Chevrolet_CorvetteZ06,0
262,BMW_M5,0
180,Mercedes-Benz_AmgGtRCoupe,0
282,Chevrolet_Tahoe2Wd,0
284,Subaru_ImprezaAwd,0
13,Toyota_Rav4Awd,0
227,Porsche_TaycanTurbo,1
83,Mercedes-Benz_Clk350,0
222,Nissan_RogueFwdSl/Platinum,0
91,Mercedes-Benz_Clk350(Cabriolet),1
250,BMW_435IXdriveCoupe,1
96,Audi_5000S,1
13,Ford_TaurusWagonFfv,1
34,BMW_840IConvertible,0
298,Volvo_S90T8AwdRechargeExt.Range,1
66,BMW_X5Xdrive35D,1
190,BMW_528I,1
176,Lexus_Rx450H,0
181,Suzuki_Verona,0
281,Mercedes-Benz_Cls55Amg,0
130,Ford_MustangMach-EGt,0
57,Jaguar_XfSportbrakeAwd,0
83,Audi_200Quattro20VWagon,0
223,Nissan_MuranoHybridFwd,1
77,Hyundai_SonataLimited,1
139,Mercedes-Benz_AmgGtCoupe,0
167,BMW_645Ci,1
30,Toyota_MiraiLimited,1
287,Mercedes-Benz_E4504MaticCoupe,0
278,Mercedes-Benz_AmgC63,0
62,Ford_AerostarVanAwd,0
170,BMW_435IXdriveGranCoupe,1
210,Volkswagen_NewBeetleConvertible,0
283,Mercedes-Benz_AmgS634MaticCoupe,0
264,Mercedes-Benz_AmgGls63,1
284,Audi_Rs6Avant,0
43,Volkswagen_Scirocco,1
278,BMW_128I,0
98,Mazda_TributeHybrid2Wd,1
287,Suzuki_Swift,1
40,Jeep_ComanchePickup4Wd,0
140,Jaguar_Xj12,1
191,Nissan_Leaf,0
300,Tesla_Model3PerformanceAwd,1
271,Ford_E150Econoline2Wd,0
30,Mercedes-Benz_300E2.6,0
197,Volkswagen_JettaWagon,0
134,Porsche_Taycan4SPerformanceBatteryPlus,1
94,Jaguar_Xf,1
169,Mercedes-Benz_AmgGtCRoadster,0
278,Mercedes-Benz_Glc3004MaticCoupe,0
9,Volvo_V60Fwd,1
168,Porsche_Turbo4911,1
22,BMW_X6Xdrivem,1
124,Chevrolet_TurboSprint,0
253,Mercedes-Benz_Cle3004Matic(Coupe),0
261,Toyota_Truck4Wd/T1004Wd,0
150,Chevrolet_ElCaminoPickup2Wd,1
95,Audi_Q4E-Tron,1
101,Mercedes-Benz_S5504Matic,1
192,Ford_ExplorerPlatinumHevRwd,0
238,Lexus_Nx200TAwd,0
104,Volvo_850Wagon,0
262,Suzuki_AerioSx4Wd,1
274,Chevrolet_Caprice/ImpalaWagon,0
293,Jeep_GrandCherokeeL2Wd,1
276,Chevrolet_Impala/Caprice,0
133,Mercedes-Benz_E3504Matic,0
83,Ford_LightningF1502Wd,0
144,BMW_M3Coupe,0
8,Fiat_500Cabrio,0
167,Volkswagen_Scirocco,1
24,Toyota_CamryHybridLe,0
96,BMW_335IsCoupe,0
180,Lexus_Is200T,0
269,BMW_840IConvertible,0
234,Mazda_Speed3,0
139,Mercedes-Benz_E63AmgS4Matic,0
67,BMW_840IXdriveCoupe,0
86,Mercedes-Benz_Gla2504Matic,0
156,BMW_550IXdriveGranTurismo,0
130,Ford_EscapeAwdFfv,0
45,Ford_EscapeHybridAwd,1
140,Chevrolet_TraxAwd,1
99,Audi_S5Sportback,0
207,Tesla_ModelX100D,0
214,Ford_RangerRaptor4Wd,1
69,Hyundai_SantaFeSportAwd,1
155,Honda_Hr-VAwd,0
130,Toyota_GrandHighlanderHybridLimited,0
44,Mercedes-Benz_AmgGt634MaticPlus,0
124,Ford_E150Econoline2Wd,0
36,Chevrolet_CorvetteE-Ray,1
137,Fiat_500Abarth,0
139,Volvo_Xc40RechargeTwin,1
92,Chevrolet_Express35002WdCargo,1
71,Porsche_CayenneSHybrid,1
240,Mercedes-Benz_Cla2504Matic,1
253,Mitsubishi_Montero,1
209,Fiat_500,0
242,Honda_AccordWagon,0
273,Mercedes-Benz_190E,0
131,Chevrolet_TraxAwd,1
116,Volvo_940SeWagon,1
76,Nissan_Armada2Wd,0
1,Audi_80Quattro,0
71,Jaguar_Xj12,1
300,Toyota_CamryHybridSe/Xle/Xse,0
122,Ford_CrownVictoriaFfv,0
85,Volvo_V60T8AwdRecharge,0
88,Mercedes-Benz_AmgGlc634Matic,1
281,Kia_Ev6AwdGt,1
295,Mercedes-Benz_S4304Matic,0
182,Toyota_GrandHighlanderAwdLimited/Platinum,1
293,Chevrolet_TrackerLt2Wd,1
143,Suzuki_Reno,1
102,Alfa Romeo_StelvioAwd,0
244,Honda_Cr-V4Wd,1
224,Mercedes-Benz_AmgGle434Matic,0
27,Porsche_911,0
293,Chevrolet_ExpressPassenger(Bi-Fuel),1
124,BMW_430ICoupe,0
225,Chevrolet_V10Blazer4Wd,1
213,Audi_S6,1
43,Land Rover_RangeRover4.0,0
260,Chevrolet_CobaltXfe,0
59,Subaru_AscentLimited/Touring/OnyxAwd,0
298,Volvo_V60T8AwdRechargeExt.Range,0
250,Chevrolet_Cavalier,0
48,Mazda_Mpv4Wd,0
38,Porsche_718CaymanT,0
253,Ford_F1502.7L2WdGvwr>6649Lbs,1
204,Porsche_CayenneTurboS,1
141,Chevrolet_Epica,1
41,BMW_M3CompetitionMXdriveSedan,0
197,Porsche_PanameraGts,0
5,Volvo_Xc90B5Awd,0
126,Toyota_Rav4SoftTop2Wd,1
35,Ford_TransitConnectVan,1
24,Jaguar_XkConvertible,0
53,Mercedes-Benz_AmgGlc634MaticPlusCoupe,0
300,Audi_Rs5Sportback,0
235,Volvo_Xc40B4,1
89,Ford_TransitT150WagonFfv,0
148,Land Rover_Defender90,1
290,Hyundai_GenesisCoupe,0
144,Mercedes-Benz_200E,1
248,Mercedes-Benz_SlsAmgBlackSeriesCoupe,1
27,BMW_328IXdriveGranTurismo,0
166,BMW_X5Sdrive40I,0
69,Ford_ExplorerPlatinumHevRwd,0
252,Chevrolet_Astro2Wd(Cargo),1
220,BMW_M5CompetitionSedan,0
121,Ford_F1502.7L2WdGvwr>6649LbsPayloadPackage,1
90,Mercedes-Benz_E300Turbodiesel,0
145,Mercedes-Benz_Gla2504Matic,0
90,Chevrolet_MalibuLimited,0
151,Land Rover_Defender130P300Mhev,0
